StudySession,LogKBI,LogPUB,GMM_Threshold_LogIKI,gmm_iki_auto,gmm_iki_cons,Quantile_iki
BML12-P08_T5,5.231108616854587,5.6937321388027,5.658644869452905,5.683893265470495,6.518045790768638,5.7430031878094825
BML12-P07_T3,5.147494476813453,5.641907070938114,5.994892522491702,5.136396621094575,6.119597309019559,5.583496308781699
BML12-P07_T1,5.14166355650266,5.455321115357702,5.743002951552926,5.195257065197201,5.9745948718372865,5.521460917862246
BML12-P01_T2,4.8283137373023015,5.147494476813453,5.424283469573771,4.8933503238763985,5.523084342056778,5.313205979041787
BML12-P01_T1,4.8283137373023015,5.14166355650266,5.482459096762353,5.456214524472845,7.204864215819347,5.313205979041787
BML12-P31_T3,5.147494476813453,6.274762021241939,6.19907743092856,5.409863704133228,6.872885784623245,5.966146739123692
BML12-P26_T1,4.948759890378168,5.7430031878094825,5.707721561005924,4.794766952206431,5.74479317309722,5.6540201667846
BML12-P26_T2,4.948759890378168,5.579729825986222,5.635589465680328,4.669525282858057,5.785725071446473,5.641907070938114
BML12-P31_T5,5.147494476813453,6.274762021241939,6.033940038872117,5.5793065190657325,7.1058775678220565,5.883322388488279
BML12-P24_T4,5.455321115357702,5.521460917862246,5.6079553598172645,5.5228992454044725,5.9637918901684195,5.840641657373398
BML12-P22_T2,4.8283137373023015,5.236441962829949,5.180060644529771,4.9762679773565335,5.829339013890076,5.313205979041787
BML12-P28_T5,4.8283137373023015,5.049856007249537,5.267641805279602,4.756000363970783,5.389626256572572,5.231108616854587
CET6-P21_T02,5.583496308781699,6.436150368369428,6.264988511781216,5.61695121808553,7.158453685212943,6.618738983517219
