StudySession,LogKBI,LogPUB,GMM_Threshold_LogIKI
SG12-P01_T2,4.6913478822291435,5.455321115357702,5.280013502862953
SG12-P16_T4,5.231108616854587,5.966146739123692,5.812547422631701
SG12-P08_T5,5.049856007249537,5.7899601708972535,5.767206644826908
SG12-P10_T4,5.049856007249537,6.274762021241939,5.821916254118924
SG12-P16_T2,5.14166355650266,6.042632833682381,5.7871666415904635
SG12-P20_T2,4.948759890378168,5.521460917862246,5.605452683367317
SG12-P04_T1,5.049856007249537,5.7430031878094825,5.8123145950265425
SG12-P09_T1,4.941642422609304,5.521460917862246,5.667625972979561
SG12-P11_T4,5.231108616854587,5.966146739123692,5.87338373353032
SG12-P20_T5,5.049856007249537,5.793013608384144,5.640806839411344
SG12-P04_T2,5.049856007249537,5.579729825986222,5.802436587064223
SG12-P21_T4,4.941642422609304,5.236441962829949,5.277862991270689
SG12-P05_T3,5.049856007249537,6.274762021241939,5.968179459490841
SG12-P05_T4,5.049856007249537,6.410174881966167,5.947447903414718
SG12-P02_T3,5.049856007249537,5.7430031878094825,5.707834288831057
SG12-P21_T1,4.8283137373023015,5.236441962829949,5.2970446139529255
SG12-P17_T6,4.700480365792417,5.69035945432406,5.373691225740611
SG12-P10_T2,5.049856007249537,5.883322388488279,5.838678943423576
SG12-P17_T4,4.820281565605037,5.7430031878094825,5.469214337719645
SG12-P07_T3,4.941642422609304,5.521460917862246,5.604086373293136
SG12-P02_T4,5.049856007249537,5.883322388488279,5.688733900505918
SG12-P18_T6,4.8283137373023015,5.583496308781699,5.978157055914819
SG12-P14_T5,4.948759890378168,5.455321115357702,5.453153712078162
SG12-P11_T6,5.147494476813453,5.7430031878094825,5.896886692858543
SG12-P19_T3,4.8283137373023015,5.313205979041787,5.639438036094827
SG12-P03_T6,4.8283137373023015,5.926926025970411,5.459008473663815
SG12-P15_T5,5.231108616854587,6.272877006546167,5.727413804129953
SG12-P18_T2,4.8283137373023015,5.7430031878094825,5.525704349393736
SG12-P09_T5,4.941642422609304,5.455321115357702,5.823081534373255
SG12-P13_T3,5.049856007249537,5.966146739123692,5.626870326688735
SG12-P03_T5,4.8283137373023015,6.003887067106539,5.473920146132934
SG12-P15_T1,5.236441962829949,6.244166900663736,0.00638067174478584
SG12-P13_T1,5.14166355650266,6.302618975744905,5.706910272492025
SG12-P14_T3,4.941642422609304,5.579729825986222,5.434056520065251
SG12-P06_T6,5.384495062789089,6.385194398997726,6.058310730892384
SG12-P24_T3,4.948759890378168,5.7430031878094825,5.667833067064791
SG12-P24_T2,4.948759890378168,5.69035945432406,5.4852683982106285
SG12-P06_T5,5.313205979041787,6.3578422665081,6.698519136330827
SG12-P23_T6,5.147494476813453,5.883322388488279,6.180034130416879
SG12-P23_T1,5.147494476813453,5.924255797414532,6.291633574251484
SPC15-P04_T4,5.049856007249537,5.384495062789089,6.105475477086257
SPC15-P10_T4,4.941642422609304,4.948759890378168,4.969603175876024
SPC15-P13_T4,4.700480365792417,4.8283137373023015,4.793252419282727
SPC15-P12_T4,4.8283137373023015,4.8283137373023015,5.637250766159987
SPC15-P08_T4,4.941642422609304,5.049856007249537,5.134166788450955
SPC15-P01_T4,4.941642422609304,5.14166355650266,5.304985569715763
SPC15-P14_T4,4.948759890378168,5.147494476813453,5.493637899332631
SPC15-P06_T6,4.8283137373023015,5.147494476813453,5.399049145238765
SPC15-P15_T6,4.6913478822291435,5.455321115357702,5.381860227458825
SPC15-P05_T4,4.941642422609304,5.384495062789089,5.2706631123273615
SPC15-P15_T4,4.8283137373023015,5.049856007249537,5.347451933541853
SPC15-P03_T6,5.049856007249537,5.455321115357702,5.480841146580673
SPC15-P03_T4,5.049856007249537,5.313205979041787,5.4444621540248095
SPC15-P01_T6,4.8283137373023015,6.679599185844383,5.985506956277022
SPC15-P05_T6,4.8283137373023015,5.7430031878094825,5.410675535437786
SPC15-P06_T4,4.941642422609304,5.049856007249537,5.465434341509452
SPC15-P09_T4,4.6913478822291435,5.231108616854587,5.588032055445329
SPC15-P07_T4,4.941642422609304,5.384495062789089,5.495810854333669
SPC15-P02_T4,4.948759890378168,5.231108616854587,5.213009339929034
SPC15-P09_T6,4.6913478822291435,6.659293919683638,5.65554280189693
SPC15-P11_T4,4.948759890378168,5.231108616854587,5.316618242347922
SPC15-P14_T6,4.948759890378168,5.7430031878094825,6.560542056554427
ST19-P22_T3,5.8377304471659395,6.5337888379333435,6.237903381484888
ST19-P31_T2,4.8283137373023015,5.521460917862246,5.49697188395632
ST19-P57_T4,4.8283137373023015,5.521460917862246,6.232728386580043
ST19-P08_T1,4.948759890378168,5.926926025970411,5.693002311858001
ST19-P01_T4,5.049856007249537,6.042632833682381,6.064145611441461
ST19-P03_T2,4.948759890378168,5.793013608384144,5.822480509938513
ST19-P28_T1,4.543294782270004,5.056245805348308,5.01665828923539
ST19-P02_T3,4.948759890378168,5.968707559985366,5.567663918898393
ST19-P20_T1,4.948759890378168,5.641907070938114,5.325035299334365
ST19-P16_T1,4.8283137373023015,5.579729825986222,5.519269424238329
ST19-P23_T2,4.948759890378168,5.966146739123692,5.714701903940234
ST19-P19_T2,5.049856007249537,5.583496308781699,5.440652994022748
ST19-P07_T2,4.941642422609304,5.583496308781699,5.664291108231938
ST19-P05_T4,5.147494476813453,5.966146739123692,5.985253919488578
ST19-P25_T4,4.948759890378168,6.0063531596017325,5.287114700867581
ST19-P32_T1,4.948759890378168,5.6937321388027,0.006447334906029621
ST19-P09_T4,5.14166355650266,5.7430031878094825,5.751959949137633
ST19-P33_T4,5.056245805348308,5.746203190540153,5.586558725818613
ST19-P06_T3,4.948759890378168,6.045005314036012,5.740532674819483
ST19-P04_T1,5.056245805348308,5.579729825986222,5.334287583514175
ST19-P26_T3,5.056245805348308,6.214608098422191,5.534468914013781
ST19-P15_T2,4.948759890378168,5.746203190540153,5.213300998570075
ST19-P52_T1,5.049856007249537,5.7430031878094825,5.622693924069338
ST19-P54_T3,5.521460917862246,6.738152494595957,6.214428798358052
ST19-P13_T4,5.147494476813453,5.968707559985366,5.525700654460993
ST19-P17_T4,5.313205979041787,6.042632833682381,4.545526365057688
ST19-P10_T3,5.638354669333745,6.246106765481563,6.271509515821741
ST19-P35_T2,5.147494476813453,6.0063531596017325,5.581525092025077
ST19-P11_T2,5.049856007249537,5.638354669333745,5.615943959981282
ST19-P12_T1,5.147494476813453,6.115892125483034,5.508901278938717
ST19-P21_T4,5.056245805348308,6.182084906716632,5.611328973522204
ST19-P58_T3,4.8283137373023015,5.7430031878094825,5.289596844499936
ST19-P18_T3,5.056245805348308,5.883322388488279,5.7917604778091025
ST19-P53_T4,5.147494476813453,6.411818267709897,5.857518602098784
ST19-P55_T3,5.313205979041787,5.966146739123692,5.930491853255277
ST19-P37_T4,5.049856007249537,6.2766434893416445,5.533356962904452
ST19-P34_T3,5.049856007249537,5.840641657373398,5.5858348610157
ST19-P29_T4,5.147494476813453,6.115892125483034,5.551169332717656
ST19-P14_T3,5.231108616854587,5.793013608384144,5.7405552749000694
ST19-P30_T3,5.389071729816501,6.182084906716632,5.985260025832652
ST19-P24_T1,5.049856007249537,5.926926025970411,5.359934045434912
